x	y
0	0.5
0.1	0.462142861695103
0.2	0.468713549034174
0.3	0.50991630291066
0.4	0.573636009844797
0.5	0.653603763177776
0.6	0.744618187860615
0.7	0.846800986492873
0.8	0.961256586279868
0.9	1.08378464362526
1	1.21268058855957
1.1	1.28151209124606
1.2	1.32840297834529
1.3	1.35329384846378
1.4	1.36461765459933
1.5	1.36070317990598
1.6	1.34747961499284
1.7	1.32697639093545
1.8	1.29324692609775
1.9	1.2512847316803
2	1.2091428922478
2	1.72515165638874
1.9	1.73910295737092
1.8	1.75381760658623
1.7	1.77114314260512
1.6	1.77670085992642
1.5	1.77996017469412
1.4	1.78235003806141
1.3	1.76496642095884
1.2	1.74152886109493
1.1	1.69541287197415
1	1.61376042976585
0.9	1.41496185053149
0.8	1.22899666613839
0.7	1.05792055395916
0.6	0.904401097913693
0.5	0.771745857490978
0.4	0.664023000798394
0.3	0.583456618753978
0.2	0.530203913816701
0.1	0.503496980777826
0	0.5
