x	y
0	0.5
0.05	0.493985358004352
0.1	0.488086239894473
0.15	0.48272199887337
0.2	0.478343871570405
0.25	0.475410097790756
0.3	0.474436184455776
0.35	0.475201274065634
0.4	0.478307576835369
0.45	0.48396815475531
0.5	0.491704117502331
0.55	0.502177293299209
0.6	0.514610908137132
0.65	0.529979856008243
0.7	0.547109178667597
0.75	0.566178933085398
0.8	0.586138424140336
0.85	0.608182088105807
0.9	0.63194036393974
0.95	0.65727698355623
1	0.683836431664831
1.05	0.71150187872384
1.1	0.738947979926392
1.15	0.766044229296887
1.2	0.792938823654569
1.25	0.819116731554967
1.3	0.84496038009621
1.35	0.870286465669148
1.4	0.894811023165103
1.45	0.917949203096959
1.5	0.94049212122938
1.55	0.961782161241094
1.6	0.981867283106263
1.65	1.00006797152431
1.7	1.01888230260288
1.75	1.034830200717
1.8	1.04807107483187
1.85	1.05905578437988
1.9	1.06916420244148
1.95	1.07819361973122
2	1.08518112926538
2	1.31267751232378
1.95	1.29904226134718
1.9	1.28234964729315
1.85	1.26591696370071
1.8	1.24947174794582
1.75	1.23234125383302
1.7	1.21018748697386
1.65	1.18910371510817
1.6	1.16736417719134
1.55	1.14369225877081
1.5	1.1178126066721
1.45	1.09011935024952
1.4	1.06042971420613
1.35	1.02982731238364
1.3	0.997969625437594
1.25	0.964068004030593
1.2	0.928517212507261
1.15	0.891548167018461
1.1	0.853045378637784
1.05	0.814114836638663
1	0.773932389388078
0.95	0.737574072450944
0.9	0.705124719381866
0.85	0.677302758295297
0.8	0.65168283791201
0.75	0.630864728389657
0.7	0.61394449072178
0.65	0.597432371790609
0.6	0.583198511835683
0.55	0.571563806702255
0.5	0.561077299887137
0.45	0.5521190345248
0.4	0.544243248375211
0.35	0.53754258872668
0.3	0.531359317237824
0.25	0.525736925886122
0.2	0.520538630787285
0.15	0.515576686505987
0.1	0.510658412733891
0.05	0.505509722002644
0	0.5
