x	y
0.1	0.0039998000099995
0.15	0.00299985000749963
0.2	0.00599970001499925
0.25	0.00799960001999899
0.3	0.00699965001749913
0.35	0.00699965001749912
0.4	0.00999950002499874
0.45	0.0209989500524974
0.5	0.0259987000649967
0.55	0.0689965501724915
0.6	0.0979951002449877
0.65	0.16199190040498
0.7	0.192990350482476
0.75	0.245987700614969
0.8	0.367981600919955
0.85	0.505974701264936
0.9	0.585970701464926
0.95	0.679966001699916
1	0.867956602169891
1.05	0.920953952302384
1.1	1.02294885255737
1.15	1.09794510274486
1.2	1.08594570271486
1.25	1.14994250287486
1.3	1.04994750262487
1.35	1.07894605269736
1.4	1.01694915254237
1.45	0.994950252487375
1.5	0.889955502224888
1.55	0.834958252087399
1.6	0.728963551822408
1.65	0.596970151492425
1.7	0.496975151242437
1.75	0.469976501174941
1.8	0.363981800909956
1.85	0.349982500874956
1.9	0.259987000649967
1.95	0.24598770061497
2	0.23098845057747
2.05	0.199990000499976
2.1	0.173991300434977
2.15	0.159992000399981
2.2	0.128993550322484
2.25	0.0859957002149888
2.3	0.0829958502074899
2.35	0.0579971001449924
2.4	0.0499975001249939
2.45	0.0429978501074944
2.5	0.0439978001099947
2.55	0.0359982000899956
2.6	0.0359982000899953
2.65	0.0289985500724965
2.7	0.0189990500474975
2.75	0.0219989000549973
2.8	0.0219989000549973
2.85	0.00699965001749909
2.9	0.00399980000999951
2.95	0.00599970001499922
3	0.00399980000999951
3.05	0.00899955002249891
3.1	0.00399980000999948
3.15	0
3.2	0.00099995000249987
3.25	0.00399980000999951
3.3	0.00899955002249891
3.35	0.00399980000999948
3.4	0.000999950002499878
3.45	0.00099995000249987
3.5	0.00099995000249987
