x	y
1.02	0.0116660833624985
1.05	0.0116660833624985
1.08	0.0116660833624985
1.11	0.00333316667499958
1.14	0.00333316667499961
1.17	0.00666633334999916
1.2	0.00166658333749979
1.23	0.0149992500374981
1.26	0.0183324167124977
1.29	0.0466643334499941
1.32	0.0916620835624885
1.35	0.176657833774979
1.38	0.209989500524972
1.41	0.296651834074965
1.44	0.428311917737446
1.47	0.55497225138743
1.5	0.7916270853124
1.53	0.744962751862406
1.56	0.983284169124883
1.59	1.06328016932486
1.62	1.29160208656235
1.65	1.70158158758729
1.68	1.93490325483726
1.71	1.89823842141226
1.74	2.08489575521224
1.77	2.18155758878723
1.8	2.20322317217472
1.83	2.19989000549974
1.86	1.94490275486224
1.89	1.92490375481227
1.92	1.51325767044981
1.95	1.27826941986234
1.98	1.10327816942487
2.01	0.904954752262379
2.04	0.713297668449905
2.07	0.50497475126244
2.1	0.521640584637438
2.13	0.419979001049944
2.16	0.296651834074965
2.19	0.268319917337468
2.22	0.216655833874971
2.25	0.129993500324983
2.28	0.114994250287486
2.31	0.0799960001999905
2.34	0.0499975001249933
2.37	0.0849957502124899
2.4	0.0816625835374903
2.43	0.0533306667999929
2.46	0.0349982500874953
2.49	0.0533306667999937
2.52	0.00833291668749901
2.55	0.0266653333999964
2.58	0.016665833374998
2.61	0.00499975001249941
2.64	0.00666633334999911
2.67	0.00833291668749889
2.7	0.00833291668749889
