x	y
0	0.5
0.05	0.489485527219258
0.1	0.479346271483029
0.15	0.470995240826694
0.2	0.464136064901478
0.25	0.459438555449887
0.3	0.456928054466019
0.35	0.456747571126631
0.4	0.459372457347927
0.45	0.464779895078765
0.5	0.473392942638101
0.55	0.483400908453762
0.6	0.495890974817837
0.65	0.510674155783743
0.7	0.527565965718038
0.75	0.544368589144866
0.8	0.562697628076363
0.85	0.581360835578977
0.9	0.601536767194232
0.95	0.623060093485037
1	0.64459355273218
1.05	0.665276088533032
1.1	0.686415141214473
1.15	0.709164725931314
1.2	0.731674657603647
1.25	0.752939985375475
1.3	0.774896544526229
1.35	0.79569155363712
1.4	0.816588324386819
1.45	0.835952996648185
1.5	0.852820242528102
1.55	0.870487036230819
1.6	0.887469651717813
1.65	0.90349519651232
1.7	0.918622290263555
1.75	0.931790654474916
1.8	0.94637136368391
1.85	0.957634662161597
1.9	0.969504125094247
1.95	0.977598495458399
2	0.986678545061086
2	1.45763425003317
1.95	1.44111478061768
1.9	1.42064021529989
1.85	1.39726660233656
1.8	1.37750621997881
1.75	1.35223393430521
1.7	1.32740584777298
1.65	1.30075408386652
1.6	1.27093473934109
1.55	1.24438864517791
1.5	1.21675446973259
1.45	1.18553083041564
1.4	1.14982082044455
1.35	1.11641578293814
1.3	1.07994081906703
1.25	1.04294056729073
1.2	1.00541795425356
1.15	0.966945417213292
1.1	0.926554217406457
1.05	0.883135692867949
1	0.841034393254791
0.95	0.80061127899219
0.9	0.763353206940129
0.85	0.731252420747503
0.8	0.702576173306186
0.75	0.675304815448854
0.7	0.65273249433585
0.65	0.633640668454723
0.6	0.617515348057615
0.55	0.603464002148824
0.5	0.590420120238787
0.45	0.578874076090858
0.4	0.568186494592718
0.35	0.558364144707518
0.3	0.549332563407859
0.25	0.540818059966478
0.2	0.532724395988295
0.15	0.524798474751852
0.1	0.516847574293712
0.05	0.508561298731247
0	0.5
