x	y
0.75	0.000999950002499874
0.8	0.00199990000499975
0.85	0.00499975001249937
0.9	0.0179991000449978
0.95	0.0279986000699965
1	0.0659967001649917
1.05	0.15899205039748
1.1	0.200989950502476
1.15	0.173991300434978
1.2	0.210989450527473
1.25	0.366981650917454
1.3	0.409979501024948
1.35	0.619969001549925
1.4	0.750962451877402
1.45	0.916954152292389
1.5	1.08194590270486
1.55	1.17094145292735
1.6	1.23093845307735
1.65	1.31093445327733
1.7	1.27793610319484
1.75	1.41592920353982
1.8	1.24793760311984
1.85	1.14594270286486
1.9	1.18694065296735
1.95	1.02594870256488
2	0.855957202139896
2.05	0.677966101694912
2.1	0.626968651567418
2.15	0.478976051197442
2.2	0.297985100744964
2.25	0.252987350632469
2.3	0.174991250437477
2.35	0.0929953502324879
2.4	0.0729963501824911
2.45	0.0799960001999903
2.5	0.0669966501674919
2.55	0.0429978501074944
2.6	0.0329983500824957
2.65	0.0149992500374982
2.7	0.0269986500674967
2.75	0.030998450077496
2.8	0.0199990000499976
2.85	0.0169991500424979
2.9	0.0289985500724962
2.95	0.0169991500424979
3	0.00799960001999896
3.05	0.00999950002499879
3.1	0.0129993500324983
3.15	0.00599970001499927
3.2	0.0109994500274987
3.25	0.00799960001999896
3.3	0.00399980000999951
3.35	0.00399980000999948
3.4	0.00399980000999948
