x	y
0	0.0949952502374881
0.1	0.126493675316234
0.2	0.124493775311234
0.3	0.146492675366232
0.4	0.203489825508725
0.5	0.265986700664966
0.6	0.301484925753712
0.7	0.273986300684966
0.8	0.290485475726214
0.9	0.350482475876206
1	0.458977051147442
1.1	0.442477876106194
1.2	0.460976951152443
1.3	0.492975351232438
1.4	0.479976001199941
1.5	0.383480825958702
1.6	0.361981900904954
1.7	0.385480725963702
1.8	0.349482525873706
1.9	0.357482125893706
2	0.376981150942453
2.1	0.299485025748712
2.2	0.292485375731213
2.3	0.246987650617469
2.4	0.197990100494976
2.5	0.186990650467476
2.6	0.173991300434978
2.7	0.190990450477476
2.8	0.184490775461227
2.9	0.120493975301235
3	0.117994100294985
3.1	0.114494275286236
3.2	0.104994750262487
3.3	0.105494725263737
3.4	0.116994150292486
3.5	0.104994750262487
3.6	0.0799960001999899
3.7	0.0799960001999899
3.8	0.0834958252087395
3.9	0.0799960001999903
4	0.0704964751762408
4.1	0.0684965751712417
4.2	0.0524973751312436
4.3	0.0454977251137441
4.4	0.0314984250787462
4.5	0.0299985000749961
4.6	0.0274986250687467
4.7	0.0199990000499974
4.8	0.0234988250587471
4.9	0.0194990250487476
5	0.0194990250487476
