x	y
0	0.00999950002499875
0.1	0.0184990750462477
0.2	0.0459977001149942
0.3	0.0589970501474926
0.4	0.0994950252487376
0.5	0.141492925353732
0.6	0.197990100494975
0.7	0.275486225688716
0.8	0.304984750762462
0.9	0.375481225938703
1	0.407479626018699
1.1	0.444977751112444
1.2	0.56497175141243
1.3	0.55847207639618
1.4	0.581970901454928
1.5	0.538973051347432
1.6	0.47597620118994
1.7	0.48847557622119
1.8	0.427978601069946
1.9	0.396480175991201
2	0.355482225888705
2.1	0.352482375881206
2.2	0.331983400829958
2.3	0.348982550872456
2.4	0.271486425678717
2.5	0.258487075646217
2.6	0.207989600519974
2.7	0.230988450577471
2.8	0.242987850607469
2.9	0.217489125543724
3	0.172491375431228
3.1	0.148492575371231
3.2	0.120493975301235
3.3	0.0994950252487375
3.4	0.0804959752012402
3.5	0.0604969751512424
3.6	0.039498025098745
3.7	0.0149992500374981
3.8	0.00699965001749912
3.9	0.00949952502374885
4	0.00299985000749961
4.1	0.00499975001249939
4.2	0.00399980000999951
4.3	0.00249987500624967
4.4	0.00249987500624967
