x	y
0	0.5
0.1	0.442666419826532
0.2	0.407428176824359
0.3	0.393363393618505
0.4	0.396085012625966
0.5	0.410041554448626
0.6	0.436479144660972
0.7	0.467127723043946
0.8	0.502445600795589
0.9	0.541102577330298
1	0.582401988755682
1.1	0.62859039736393
1.2	0.672265028745713
1.3	0.708923908473029
1.4	0.740727148245502
1.5	0.760954046368344
1.6	0.779783581771469
1.7	0.786062276060123
1.8	0.786264888029638
1.9	0.78540616259111
2	0.77946843610745
2	1.54752450411218
1.9	1.52696717579472
1.8	1.51482166692539
1.7	1.48017402242119
1.6	1.44945584050119
1.5	1.40681315559373
1.4	1.35107129393486
1.3	1.28486508736962
1.2	1.20326723128674
1.1	1.10211525178633
1	0.980997903011589
0.9	0.856549411598444
0.8	0.751769805422287
0.7	0.66843584005231
0.6	0.610120813058773
0.5	0.571213820595041
0.4	0.547057085303596
0.3	0.529824928542837
0.2	0.518835956986472
0.1	0.509809997543782
0	0.5
