x	y
0	0.775961201939903
0.05	0.836958152092395
0.1	1.00994950252487
0.15	1.13794310284486
0.2	1.18894055297235
0.25	1.24293785310734
0.3	1.30493475326234
0.35	1.40792960351982
0.4	1.43292835358232
0.45	1.26493675316234
0.5	1.20093995300235
0.55	1.09594520273986
0.6	0.880955952202391
0.65	0.768961551922403
0.7	0.56397180140993
0.75	0.504974751262436
0.8	0.510974451277436
0.85	0.48897555122244
0.9	0.470976451177441
0.95	0.311984400779961
1	0.258987050647467
1.05	0.230988450577471
1.1	0.187990600469976
1.15	0.142992850357482
1.2	0.122993850307485
1.25	0.0829958502074896
1.3	0.0849957502124893
1.35	0.0819959002049897
1.4	0.0779961001949902
1.45	0.0619969001549925
1.5	0.0569971501424928
1.55	0.0289985500724963
1.6	0.0269986500674966
1.65	0.031998400079996
1.7	0.0239988000599971
1.75	0.0279986000699965
1.8	0.0269986500674966
1.85	0.0129993500324984
1.9	0.0039998000099995
1.95	0.00299985000749964
2	0
2.05	0.00299985000749964
2.1	0.000999950002499878
2.15	0.00199990000499974
2.2	0.00799960001999903
2.25	0.00599970001499922
2.3	0.00599970001499922
